date,open,close,high,low,volume,amount
2023-03-28,49.75,49.1,50.12,48.71,454941,2249830834.0
2023-03-29,49.19,49.36,50.32,47.98,708926,3496451834.0
2023-03-30,49.02,49.08,50.19,48.8,457796,2264069970.0
2023-03-31,49.1,50.11,50.65,48.91,504834,2519438897.0
2023-04-03,50.33,54.58,54.6,49.87,1339896,7028142062.0
2023-04-04,54.25,56.66,57.99,54.01,1674924,9472351941.0
2023-04-06,57.5,59.07,61.61,57.28,1874796,11217395668.0
2023-04-07,59.83,59.9,60.9,58.14,1205414,7196995176.0
2023-04-10,60.3,60.0,63.54,59.6,1242695,7623833531.0
2023-04-11,60.0,58.43,61.58,57.33,1090664,6464638063.0
2023-04-12,57.9,59.3,60.5,57.75,751777,4475622570.0
2023-04-13,58.7,58.0,59.22,57.5,609876,3550090617.0
2023-04-14,58.67,62.26,62.3,57.38,1260910,7626678711.0
2023-04-17,62.5,63.0,63.68,61.71,926839,5814764382.0
2023-04-18,62.22,60.9,62.25,59.61,829263,5036517706.0
2023-04-19,60.99,62.21,64.38,60.15,1056699,6578214899.0
2023-04-20,61.84,66.48,66.5,61.84,1317248,8572883366.0
2023-04-21,66.13,62.8,66.33,62.11,1002269,6444984946.0
2023-04-24,62.5,63.05,64.5,60.11,846990,5289122673.0
2023-04-25,63.06,61.37,64.57,60.85,872288,5434677427.0
2023-04-26,60.7,58.16,61.06,56.7,1066287,6263921423.0
2023-04-27,57.3,58.29,59.45,57.01,593022,3456206784.0
2023-04-28,57.91,61.58,61.6,57.81,672403,4044067430.0
2023-05-04,60.5,58.76,60.95,58.0,592898,3522978239.0
2023-05-05,58.5,58.8,59.93,58.26,362074,2139809355.0
2023-05-08,58.99,59.43,61.19,58.89,482318,2885045619.0
2023-05-09,58.96,52.78,59.35,52.52,1482705,8155420424.0
2023-05-10,52.26,52.45,53.45,51.6,585357,3078071158.0
2023-05-11,53.05,52.96,53.7,52.61,336977,1788437532.0
2023-05-12,54.5,53.69,56.59,53.41,738352,4072556241.0
2023-05-15,53.0,54.87,55.3,52.42,452112,2432078653.0
2023-05-16,54.81,54.25,55.3,53.88,374179,2040747535.0
2023-05-17,53.93,54.2,54.95,53.71,292402,1589833273.0
2023-05-18,54.38,55.1,55.55,54.33,352904,1940830221.0
2023-05-19,54.82,55.0,56.36,54.82,353945,1965418864.0
2023-05-22,55.0,54.55,56.0,54.2,257486,1419219569.0
2023-05-23,54.2,52.9,54.7,52.9,315326,1684264054.0
2023-05-24,52.6,49.91,52.6,48.78,852373,4260149558.0
2023-05-25,50.29,50.36,50.58,49.03,406264,2024849404.0
2023-05-26,50.46,51.8,52.31,50.45,414356,2137138270.0
2023-05-29,52.25,52.6,53.58,51.51,398252,2099428999.0
2023-05-30,52.19,52.89,53.03,52.08,265929,1397789256.0
2023-05-31,52.7,54.4,54.8,52.51,434674,2354459130.0
2023-06-01,53.85,54.42,55.17,53.48,305227,1658661988.0
2023-06-02,54.6,53.72,54.8,52.88,238832,1284217628.0
2023-06-05,54.79,55.04,56.03,54.5,428499,2370572338.0
2023-06-06,55.04,53.99,55.76,53.61,293169,1607143748.0
2023-06-07,54.0,54.67,55.16,53.71,238489,1297489706.0
2023-06-08,54.6,53.56,54.6,53.18,262984,1416843010.0
2023-06-09,53.79,53.53,54.18,52.81,359992,1924251758.0
2023-06-12,53.49,52.87,53.83,52.38,301533,1596127569.0
2023-06-13,53.09,55.4,55.91,52.82,545663,2988574240.0
2023-06-14,55.63,56.0,56.27,55.06,424842,2368162235.0
2023-06-15,55.72,54.78,56.3,54.45,371454,2049812579.0
2023-06-16,54.53,55.56,55.93,54.11,350062,1928383174.0
2023-06-19,55.3,55.06,56.1,54.88,316519,1755659183.0
2023-06-20,54.9,52.27,55.22,51.02,778681,4109919400.0
2023-06-21,52.0,50.8,52.5,50.0,478358,2444510865.0
2023-06-26,50.66,50.97,51.56,49.82,325229,1645372848.0
2023-06-27,50.9,51.39,51.71,50.9,194617,999282583.0
2023-06-28,51.87,51.72,52.38,50.75,283307,1466378989.0
2023-06-29,51.23,51.0,51.97,50.86,198620,1022845220.0
2023-06-30,50.75,50.52,51.52,50.45,245850,1249845241.0
2023-07-03,50.67,51.0,51.0,49.6,290169,1461511981.0
2023-07-04,51.0,51.41,52.0,50.63,295855,1519446628.0
2023-07-05,51.25,50.98,51.4,50.71,174457,889902226.0
2023-07-06,50.89,50.0,51.05,49.89,232103,1168687010.0
2023-07-07,49.81,49.38,50.18,49.06,283361,1405030601.0
2023-07-10,49.41,49.72,49.88,49.38,119692,594206742.0
2023-07-11,49.72,50.3,50.42,49.5,196696,983659361.0
2023-07-12,50.32,48.38,50.45,48.22,383720,1881906899.0
2023-07-13,48.6,49.2,49.37,48.6,250773,1229564595.0
2023-07-14,49.2,49.46,50.13,49.16,183227,909159937.0
2023-07-17,49.16,48.77,49.46,48.6,165079,806855842.0
2023-07-18,49.0,49.7,50.75,49.0,278801,1394187855.0
2023-07-19,49.5,49.15,49.58,48.88,160503,788838350.0
2023-07-20,49.33,49.29,49.55,49.02,130656,644076801.0
2023-07-21,49.01,49.0,49.24,48.88,125845,617119609.0
2023-07-24,48.88,49.0,49.51,48.84,113750,559330693.0
2023-07-25,49.66,49.77,49.8,49.23,179669,890948323.0
2023-07-26,49.66,50.15,50.18,49.54,161153,803412947.0
2023-07-27,50.01,49.39,50.14,49.2,163391,812613124.0
2023-07-28,49.03,50.26,50.35,48.99,186981,933055645.0
2023-07-31,50.31,51.36,51.38,50.28,259441,1324877472.0
2023-08-01,51.4,50.72,51.57,50.49,181103,921404966.0
2023-08-02,50.87,50.83,51.12,50.66,108140,549979976.0
2023-08-03,50.7,50.91,51.18,50.18,120482,613432104.0
2023-08-04,51.37,51.1,51.61,51.01,171008,875914545.0
2023-08-07,51.12,49.26,51.18,49.06,324039,1610428094.0
2023-08-08,49.12,49.47,49.9,48.98,161480,796863741.0
2023-08-09,49.3,48.64,49.59,48.46,179610,878532354.0
2023-08-10,48.66,48.47,49.0,48.34,141846,688655014.0
2023-08-11,48.85,46.92,48.95,46.91,318556,1514515991.0
2023-08-14,46.58,47.34,47.36,46.3,135853,638638985.0
2023-08-15,47.47,47.52,47.75,46.91,129261,612785218.0
2023-08-16,47.5,47.55,48.09,47.3,137537,656989174.0
2023-08-17,47.3,48.15,48.25,46.71,134233,642153302.0
2023-08-18,48.78,48.01,48.86,47.87,147358,712243184.0
2023-08-21,47.9,47.68,48.59,47.63,111878,539061516.0
2023-08-22,47.87,48.82,48.97,47.6,202561,980415331.0
2023-08-23,48.54,47.89,48.99,47.76,157167,764488486.0
2023-08-24,48.13,48.62,48.94,47.78,128400,621822144.0
2023-08-25,48.4,48.3,48.64,47.69,136746,657417620.0
2023-08-28,50.72,48.55,50.98,48.52,239094,1184020365.0
2023-08-29,48.61,51.0,51.0,48.61,395939,1990118389.0
2023-08-30,53.98,52.94,54.54,52.32,711225,3804531953.0
2023-08-31,52.6,54.24,54.79,52.3,567918,3071449764.0
2023-09-01,54.38,53.68,54.68,52.76,372843,1997027510.0
2023-09-04,53.9,56.9,56.9,53.27,550281,3016678636.0
2023-09-05,57.36,55.63,58.66,55.15,854584,4880846191.0
2023-09-06,55.16,56.83,57.4,54.81,655365,3677819121.0
2023-09-07,55.88,52.12,55.88,51.96,847809,4541997493.0
2023-09-08,52.06,52.5,53.24,51.41,493698,2586774083.0
2023-09-11,52.58,52.06,52.92,51.66,385281,2016487945.0
2023-09-12,52.0,51.52,52.2,51.5,240090,1242870692.0
2023-09-13,51.4,50.76,51.88,50.32,300129,1528682411.0
2023-09-14,50.71,50.77,51.58,50.51,231069,1177349990.0
2023-09-15,50.93,51.7,52.63,50.61,439800,2280275725.0
2023-09-18,51.32,49.63,51.37,48.42,471021,2349628738.0
2023-09-19,49.53,49.35,50.13,49.18,219407,1087749217.0
2023-09-20,49.01,49.34,49.65,48.98,123819,611055535.0
2023-09-21,49.3,49.5,49.99,49.21,150680,748416744.0
2023-09-22,49.6,51.2,51.38,49.41,282187,1425416501.0
2023-09-25,51.21,51.33,51.98,50.86,215607,1109448901.0
2023-09-26,51.2,50.06,51.2,50.01,186902,941128211.0
2023-09-27,50.18,50.66,51.0,50.07,151176,765522214.0
2023-09-28,50.7,51.15,51.42,50.25,176076,896776613.0
2023-10-09,50.8,50.72,51.48,50.3,159837,812288923.0
2023-10-10,50.73,50.83,51.65,50.73,167264,856740390.0
2023-10-11,50.9,54.2,54.29,50.5,461001,2419356855.0
2023-10-12,53.75,53.69,54.19,53.01,358583,1920432018.0
2023-10-13,53.17,54.56,55.88,53.06,500164,2741423103.0
2023-10-16,54.3,53.1,55.1,53.05,236188,1270862239.0
2023-10-17,53.1,54.4,56.34,52.7,347672,1896488307.0
2023-10-18,55.84,54.57,56.73,54.48,442979,2456939880.0
2023-10-19,54.13,56.03,57.28,54.0,752741,4228377193.0
2023-10-20,55.61,57.1,58.15,55.61,707396,4059007779.0
2023-10-23,56.88,56.79,57.74,55.5,483075,2737141609.0
2023-10-24,56.79,55.05,57.1,53.36,480800,2653840641.0
2023-10-25,56.0,54.68,56.82,54.68,322059,1789416703.0
2023-10-26,54.2,54.89,55.6,54.1,280744,1540008214.0
2023-10-27,54.58,56.98,57.5,54.4,471623,2663837461.0
2023-10-30,56.74,58.3,58.98,56.67,507354,2959089795.0
2023-10-31,58.38,57.25,58.38,56.88,280258,1609413177.0
2023-11-01,57.14,58.21,59.08,56.78,361576,2109091150.0
2023-11-02,58.5,57.31,59.11,57.13,290943,1691163615.0
2023-11-03,57.45,57.86,57.99,56.81,276587,1589991427.0
2023-11-06,57.89,57.3,58.4,56.96,337907,1945325694.0
2023-11-07,57.0,57.55,57.55,56.01,307593,1747525204.0
2023-11-08,57.2,58.31,59.38,57.01,466935,2724469178.0
2023-11-09,58.01,57.0,58.61,56.87,240178,1380902451.0
2023-11-10,55.55,54.39,56.18,53.93,497181,2731319262.0
2023-11-13,54.56,54.24,54.88,53.63,249508,1350562376.0
2023-11-14,54.22,54.65,54.88,53.96,229617,1248172525.0
2023-11-15,55.02,54.32,55.19,54.32,197293,1078282399.0
2023-11-16,54.01,53.42,54.2,53.25,198555,1064433885.0
2023-11-17,54.0,53.7,54.07,53.38,153105,821891004.0
2023-11-20,53.57,53.92,54.31,53.22,195937,1053080949.0
2023-11-21,53.98,53.61,54.34,53.58,156090,843669046.0
2023-11-22,53.42,52.64,53.79,52.63,167712,893395082.0
2023-11-23,52.5,53.38,53.46,52.42,142333,753895794.0
2023-11-24,53.2,54.09,54.2,53.15,182634,981410035.0
2023-11-27,54.09,54.61,54.79,53.6,229086,1242797857.0
2023-11-28,54.69,54.55,54.88,54.2,153921,840697470.0
2023-11-29,54.61,53.7,54.79,53.6,141341,764116505.0
2023-11-30,53.76,53.7,54.19,53.45,107829,580168888.0
2023-12-01,53.6,54.15,54.57,52.9,178655,960244809.0
2023-12-04,54.15,53.18,54.53,53.03,165568,886710470.0
2023-12-05,53.05,52.39,53.17,52.39,143971,758829188.0
2023-12-06,52.16,51.97,52.78,51.74,182132,950451751.0
2023-12-07,51.88,52.67,52.67,51.55,232852,1215586143.0
2023-12-08,52.67,52.55,52.68,51.1,381398,1985072089.0
2023-12-11,52.01,53.18,53.22,51.7,219874,1154536240.0
2023-12-12,53.24,54.12,54.17,52.86,209746,1124677203.0
2023-12-13,54.0,53.75,54.56,53.7,179163,970375525.0
2023-12-14,54.0,53.1,54.2,53.07,123584,664063613.0
2023-12-15,53.29,53.6,54.14,53.03,121309,651165129.0
2023-12-18,53.49,53.74,53.99,53.2,100652,540840132.0
2023-12-19,53.65,54.76,54.94,53.61,204125,1112052090.0
2023-12-20,54.89,54.51,55.24,54.46,144750,793468719.0
2023-12-21,54.24,54.57,54.7,53.36,144983,786354870.0
2023-12-22,54.49,54.79,55.19,54.39,151735,832872997.0
2023-12-25,54.6,53.01,55.0,52.85,177884,954109664.0
2023-12-26,53.01,51.85,53.23,51.8,144016,754093590.0
2023-12-27,51.83,51.91,52.29,51.18,151735,786451367.0
2023-12-28,51.7,53.13,53.45,51.68,192119,1015242627.0
2023-12-29,53.0,53.02,53.5,52.88,126487,671919217.0
2024-01-02,53.02,52.96,53.27,52.72,134591,713792764.0
2024-01-03,52.85,52.48,53.18,52.16,128475,675958355.0
2024-01-04,52.5,51.88,52.7,51.42,148885,773314889.0
2024-01-05,51.75,50.58,52.48,50.19,194369,998406765.0
2024-01-08,50.59,49.5,50.81,48.6,224988,1110310363.0
2024-01-09,49.48,48.45,49.67,47.9,204946,997731837.0
2024-01-10,48.25,47.47,48.55,47.41,149635,714549962.0
2024-01-11,47.28,47.6,48.22,47.15,178597,849780614.0
2024-01-12,47.5,45.83,47.55,45.79,229001,1064018744.0
2024-01-15,45.8,45.67,46.56,45.24,159438,732805094.0
2024-01-16,45.59,45.99,46.08,44.9,173026,787262836.0
2024-01-17,45.95,44.69,45.95,44.69,132214,597545961.0
2024-01-18,44.69,45.64,45.68,43.38,276796,1227658372.0
2024-01-19,45.5,45.86,46.38,45.2,196674,901687807.0
2024-01-22,45.67,44.83,46.23,44.5,260600,1187192765.0
2024-01-23,44.83,44.72,45.69,44.53,203392,915329858.0
2024-01-24,44.94,45.37,45.58,43.73,208729,930621540.0
2024-01-25,45.45,47.26,47.41,45.07,255771,1187793509.0
2024-01-26,46.9,46.5,47.18,46.23,180096,842394635.0
2024-01-29,46.5,45.35,47.18,44.97,168195,769790276.0
2024-01-30,44.99,43.08,45.25,43.03,236311,1036409500.0
2024-01-31,43.0,43.29,44.19,41.85,264881,1138964849.0
2024-02-01,42.8,42.68,44.1,41.77,219480,944854159.0
2024-02-02,42.78,42.13,43.25,40.68,252096,1061214849.0
2024-02-05,42.26,42.97,43.55,40.32,285353,1202298077.0
2024-02-06,42.71,44.97,45.0,42.06,292767,1286311624.0
2024-02-07,44.66,42.9,44.67,42.75,442122,1925685260.0
2024-02-08,43.11,44.0,44.3,43.03,309155,1353733987.0
2024-02-19,44.6,44.82,45.07,44.11,285691,1274866151.0
2024-02-20,44.55,44.45,45.03,43.9,186966,830698817.0
2024-02-21,44.26,44.99,45.8,44.15,249732,1125352270.0
2024-02-22,44.95,45.14,45.71,44.61,244719,1102980264.0
2024-02-23,45.26,44.98,45.44,44.6,229296,1030559983.0
2024-02-26,44.65,44.92,45.55,44.34,271582,1219389458.0
2024-02-27,44.82,47.32,47.58,44.55,505759,2341707696.0
2024-02-28,47.0,45.56,47.92,45.5,451760,2119465291.0
2024-02-29,45.4,48.35,49.11,45.3,569612,2720709758.0
2024-03-01,48.05,48.51,48.75,47.7,395755,1909634953.0
2024-03-04,48.5,48.0,48.7,47.67,270261,1301182390.0
2024-03-05,47.76,48.0,48.4,47.59,285279,1365886776.0
2024-03-06,48.0,47.59,48.05,47.01,203828,969336570.0
2024-03-07,47.65,47.09,48.45,46.8,238631,1136078794.0
2024-03-08,47.11,47.4,47.76,46.6,189472,895629931.0
2024-03-11,46.86,47.99,48.23,46.5,267494,1266403682.0
2024-03-12,47.86,47.88,48.5,47.68,210032,1008523237.0
2024-03-13,47.97,47.85,48.88,47.6,243074,1172291362.0
2024-03-14,47.51,46.7,47.81,46.62,204172,961432779.0
2024-03-15,46.6,46.67,46.84,46.0,161960,751034883.0
2024-03-18,46.87,47.97,48.44,46.7,298343,1419257651.0
2024-03-19,47.8,47.21,47.99,47.2,172452,820456004.0
2024-03-20,47.49,47.54,48.15,47.25,153500,731912759.0
2024-03-21,47.54,47.55,48.1,47.1,195076,929590455.0
2024-03-22,47.3,45.6,47.51,45.58,292865,1357453260.0
2024-03-25,45.59,44.56,45.66,44.56,214482,965562414.0
2024-03-26,44.6,44.54,45.05,44.2,154277,687234773.0
2024-03-27,44.82,43.41,44.82,43.38,159330,700495124.0
2024-03-28,43.41,44.0,44.46,43.41,155078,682776444.0
2024-03-29,43.93,43.66,43.98,42.9,165388,717917544.0
2024-04-01,43.66,44.3,44.63,43.58,183511,811634437.0
2024-04-02,44.28,43.95,44.3,43.65,115069,504883931.0
2024-04-03,44.98,44.24,45.24,44.08,223610,996010784.0
2024-04-08,43.7,42.51,43.71,42.5,243290,1042392026.0
2024-04-09,42.37,42.7,42.88,42.25,140939,600699958.0
2024-04-10,42.7,42.18,42.98,42.1,137975,585993073.0
2024-04-11,42.1,41.19,42.6,40.5,224263,931943069.0
2024-04-12,41.02,40.33,41.45,40.31,203770,829048827.0
2024-04-15,40.33,41.19,41.55,40.01,216778,886154840.0
2024-04-16,41.0,41.18,41.87,40.78,185270,766353527.0
2024-04-17,41.2,41.75,41.79,40.91,181267,752698692.0
2024-04-18,41.5,41.61,41.88,41.35,165833,690686483.0
2024-04-19,41.36,41.38,41.74,40.85,137413,567558213.0
2024-04-22,41.31,41.31,41.62,40.86,109905,453953673.0
2024-04-23,41.32,41.11,41.68,41.02,109941,454747881.0
2024-04-24,41.25,41.25,41.39,40.8,151939,624334520.0
2024-04-25,41.25,41.34,41.86,40.92,143844,595555209.0
2024-04-26,41.1,42.06,42.12,41.1,220510,922197643.0
2024-04-29,42.13,43.05,43.36,42.13,237697,1020182748.0
2024-04-30,43.0,41.91,43.0,41.76,233965,988025344.0
2024-05-06,42.49,42.56,43.03,42.33,220429,941283488.0
2024-05-07,42.55,42.71,42.73,42.2,129383,550573775.0
2024-05-08,42.81,42.16,42.82,42.08,111559,472673353.0
2024-05-09,42.18,43.72,43.89,42.16,312166,1351312043.0
2024-05-10,43.7,42.99,43.98,42.74,257788,1112390433.0
2024-05-13,42.7,43.06,43.5,42.38,155253,667418005.0
2024-05-14,43.06,42.92,43.45,42.71,135428,581796402.0
2024-05-15,42.74,41.66,42.87,41.62,211119,889591260.0
2024-05-16,42.0,41.82,42.5,41.8,149031,627385977.0
2024-05-17,41.83,42.3,42.32,41.56,126369,531097295.0
2024-05-20,42.4,42.57,42.88,42.2,148071,631055044.0
2024-05-21,42.62,42.11,42.63,42.03,97814,413394676.0
2024-05-22,42.15,42.27,42.45,41.84,143029,601957235.0
2024-05-23,42.18,41.17,42.2,41.08,173715,722285055.0
2024-05-24,41.13,41.03,41.35,41.0,101366,417552864.0
2024-05-27,41.36,43.13,43.17,41.36,374930,1593196322.0
2024-05-28,43.13,43.11,43.99,42.9,349633,1516562322.0
2024-05-29,42.87,42.94,43.4,42.59,168153,722546139.0
2024-05-30,43.03,45.39,45.96,42.8,688850,3094280190.0
2024-05-31,45.1,44.85,45.49,44.69,314630,1414729533.0
2024-06-03,44.96,45.44,46.36,44.8,393682,1796427446.0
2024-06-04,45.3,45.55,45.75,44.72,240510,1087304810.0
2024-06-05,45.42,46.12,47.14,45.3,395897,1841218738.0
2024-06-06,47.23,46.8,47.74,46.51,530523,2503751094.0
2024-06-07,46.79,47.21,47.74,46.42,361994,1706416314.0
2024-06-11,47.09,48.94,49.0,47.05,543172,2638626377.0
2024-06-12,48.7,47.9,48.7,47.59,415576,1995880529.0
2024-06-13,48.18,47.2,48.85,47.11,451427,2167830387.0
2024-06-14,46.9,46.49,47.09,46.08,430889,2003901881.0
2024-06-17,46.4,47.77,47.99,46.3,371984,1763212921.0
2024-06-18,47.88,48.13,48.8,47.76,346620,1672916508.0
2024-06-19,48.1,47.53,48.29,46.88,312582,1486601587.0
2024-06-20,47.45,48.8,49.91,47.37,591656,2896892544.0
2024-06-21,48.34,48.75,48.78,47.47,306605,1476110930.0
2024-06-24,48.6,47.26,49.76,47.18,410178,1980534764.0
2024-06-25,47.04,45.54,47.39,45.26,431295,1991141725.0
2024-06-26,45.95,46.47,46.78,45.42,254825,1173593026.0
2024-06-27,46.17,45.71,46.45,45.58,187443,861865907.0
2024-06-28,45.52,46.1,46.42,45.51,218020,1004720178.0
2024-07-01,46.18,45.81,46.42,44.93,218021,993307678.0
2024-07-02,45.7,45.46,46.05,45.31,192230,878101405.0
2024-07-03,45.55,46.26,46.74,45.01,278849,1284325193.0
2024-07-04,46.1,46.16,46.87,46.03,214786,997203926.0
2024-07-05,46.02,46.64,46.67,45.21,229884,1057957179.0
2024-07-08,46.55,46.7,47.3,46.35,238544,1116722765.0
2024-07-09,46.55,48.16,48.56,46.55,360704,1723195832.0
2024-07-10,47.88,47.99,48.3,47.7,195773,938670284.0
2024-07-11,48.47,48.27,49.22,48.11,299908,1457020915.0
2024-07-12,47.9,48.64,48.83,47.42,220728,1062200327.0
2024-07-15,48.68,48.94,49.36,48.65,200877,984327142.0
2024-07-16,48.7,49.2,49.28,47.93,305539,1486489079.0
2024-07-17,49.08,48.36,49.1,48.36,231866,1130433688.0
2024-07-18,47.33,48.75,49.1,47.06,291437,1403929792.0
2024-07-19,48.5,51.2,51.35,48.34,608624,3061367372.0
2024-07-22,50.9,50.98,51.45,50.65,305580,1557926564.0
2024-07-23,51.0,49.28,51.35,49.18,334544,1681684846.0
2024-07-24,49.34,48.85,49.89,48.7,245582,1210342555.0
2024-07-25,48.6,48.7,49.53,48.11,206800,1009487465.0
2024-07-26,48.68,49.75,49.76,48.6,180695,888744371.0
2024-07-29,49.59,46.7,49.98,46.53,369941,1775575236.0
2024-07-30,46.68,47.6,47.88,46.6,221184,1046826682.0
2024-07-31,47.51,49.1,49.2,47.5,207143,1006957513.0
