date,open,close,high,low,volume,amount
2023-03-16,21.09,21.09,21.52,20.89,11881200.0,389545800.0
2023-03-17,21.27,22.51,23.11,21.21,27024100.0,933458300.0
2023-03-20,22.54,23.38,24.5,22.52,40527300.0,1473808400.0
2023-03-21,23.51,24.1,24.37,22.88,27890500.0,1017454000.0
2023-03-22,24.19,29.4,29.4,24.19,77700000.0,3196114099.9999995
2023-03-23,30.52,33.57,34.64,30.15,92459000.0,4448687000.0
2023-03-24,34.39,35.17,35.59,33.08,85860400.0,4371772900.0
2023-03-27,34.29,37.91,38.62,34.14,79971200.0,4274038700.0
2023-03-28,36.94,36.3,37.91,35.94,58615300.0,3197751900.0
2023-03-29,36.44,37.55,39.16,36.35,64673200.0,3609832300.0
2023-03-30,37.22,37.16,38.23,35.0,53093600.0,2880083000.0
2023-03-31,36.88,39.96,40.9,36.16,60915000.0,3442945600.0
2023-04-03,41.18,45.95,46.89,40.46,76753500.0,4910262300.0
2023-04-04,45.12,45.85,47.76,44.35,55628200.0,3744067000.0
2023-04-06,45.77,45.78,50.31,44.78,69054400.0,4811856700.0
2023-04-07,46.29,48.3,49.16,45.43,49490100.0,3410824400.0
2023-04-10,48.65,48.07,53.6,46.41,60137900.0,4304544000.0
2023-04-11,47.25,46.71,49.37,45.05,55244100.0,3778873300.0
2023-04-12,45.72,46.91,47.69,44.34,48232300.0,3282025800.0
2023-04-13,48.41,44.15,49.36,43.48,57923800.0,3861364300.0
2023-04-14,44.75,45.43,45.95,43.46,47381600.0,3128243800.0
2023-04-17,44.56,44.11,45.25,43.52,31945500.0,2073132100.0
2023-04-18,44.36,51.16,53.41,43.91,79815600.0,5672390900.0
2023-04-19,51.16,51.97,54.06,50.81,64576700.0,4912060100.0
2023-04-20,52.66,55.84,56.56,52.25,61685000.0,4904931800.0
2023-04-21,55.11,53.82,56.11,52.97,47221900.0,3723809500.0
2023-04-24,55.53,59.01,61.7,55.52,64532500.0,5445679399.999999
2023-04-25,57.41,55.76,60.06,54.12,65301700.0,5399166200.0
2023-04-26,56.49,54.73,59.09,53.96,66490400.0,5433084300.000001
2023-04-27,52.07,54.04,56.92,51.75,59863900.0,4737518800.0
2023-04-28,54.81,62.31,63.1,54.28,66241000.0,5631069700.0
2023-05-04,59.79,58.86,60.73,56.33,57600000.0,4866413700.0
2023-05-05,59.49,53.96,60.55,52.16,59126600.0,4778815200.0
2023-05-08,53.83,53.28,56.29,50.82,48267700.0,3779901900.0
2023-05-09,53.36,56.52,58.57,53.36,47371200.0,3894593600.0
2023-05-10,57.54,52.1,58.49,50.93,53508800.0,4201026100.0
2023-05-11,51.93,49.76,52.82,49.52,44069800.0,3267752600.0
2023-05-12,49.7,52.13,52.81,49.41,43043400.0,3236578400.0000005
2023-05-15,52.97,54.83,55.03,49.73,46599100.0,3564786100.0
2023-05-16,54.52,52.84,54.97,52.2,39440100.0,3063347400.0
2023-05-17,52.97,54.41,56.93,52.26,43480600.0,3458715700.0
2023-05-18,61.23,65.76,65.76,59.11,56136600.0,5107563900.0
2023-05-19,66.62,64.86,69.2,62.89,78514400.0,7528546700.0
2023-05-22,64.86,62.23,65.09,60.41,48079600.0,4328897400.0
2023-05-23,62.49,60.29,64.04,60.13,52994100.0,4734300600.0
2023-05-24,58.93,60.63,63.89,58.77,57179800.0,5079451500.0
2023-05-25,66.53,64.59,69.41,62.31,76534100.0,7280837400.0
2023-05-26,64.65,63.35,69.02,63.24,60941000.0,5744455200.0
2023-05-29,65.45,66.62,71.2,65.19,62419400.0,6095671000.0
2023-05-30,68.59,75.96,76.68,66.71,64626700.0,6642510300.0
2023-05-31,73.82,74.88,75.3,71.14,46050600.0,4857237800.0
2023-06-01,73.08,75.27,77.39,72.36,38339000.0,4125007400.0
2023-06-02,77.5,74.3,78.69,72.52,28843600.0,3094297900.0
2023-06-05,73.08,77.54,80.54,73.08,38850500.0,4319562500.0
2023-06-06,78.25,74.88,79.33,74.07,32056400.0,3503935000.0
2023-06-07,74.73,75.46,77.61,73.6,28417800.0,3083546400.0
2023-06-08,74.01,74.46,76.52,71.98,34375700.0,3661586300.0
2023-06-09,74.45,80.55,82.92,72.15,57981800.0,6407554000.0
2023-06-12,80.55,85.08,85.9,79.69,40149700.0,4801762900.0
2023-06-13,84.0,85.11,86.86,82.59,27962500.0,3386989500.0
2023-06-14,86.88,90.86,94.46,85.22,40932000.0,5199427100.0
2023-06-15,93.99,94.63,98.28,92.62,44066500.0,5954439000.0
2023-06-16,95.75,109.15,110.23,93.08,45844700.0,6619310100.0
2023-06-19,111.37,112.75,116.19,108.04,49189400.0,7804976300.0
2023-06-20,112.75,119.93,119.93,109.94,45209400.0,7319594000.0
2023-06-21,116.81,112.67,117.05,110.62,47377700.0,7643068900.0
2023-06-26,110.27,104.12,111.3,102.14,62228100.0,9396374400.0
2023-06-27,103.72,103.54,105.48,101.96,36648600.0,5399287900.0
2023-06-28,97.66,99.79,102.32,93.31,47484900.0,6664986400.0
2023-06-29,101.24,104.13,105.41,100.89,46171800.0,6777628199.999999
2023-06-30,101.96,103.72,108.85,101.26,48662200.0,7258616000.0
2023-07-03,103.96,102.68,104.55,97.57,41357900.0,5926592700.0
2023-07-04,103.05,103.06,105.79,101.96,31020100.0,4580082200.0
2023-07-05,102.69,97.62,103.06,97.45,34139700.0,4864647000.0
2023-07-06,97.49,98.23,102.37,96.72,32341200.0,4578612200.0
2023-07-07,101.67,103.39,106.0,95.66,50793800.0,7325079900.0
2023-07-10,102.12,100.96,103.32,96.24,41994600.0,5942156100.0
2023-07-11,102.67,104.48,104.69,100.22,34545600.0,5054824500.0
2023-07-12,105.2,97.5,106.99,97.5,46596200.0,6734275100.0
2023-07-13,99.69,108.57,108.93,99.69,53698300.0,7947614800.0
2023-07-14,110.34,109.43,112.45,106.35,53987400.0,8351777100.0
2023-07-17,108.5,111.1,116.3,108.38,40598300.0,6478700200.0
2023-07-18,112.8,106.48,113.1,105.55,31192200.0,4811204300.0
2023-07-19,108.43,104.84,109.84,104.78,22140300.0,3357756300.0
2023-07-20,103.76,91.19,104.41,90.86,67119800.0,9235924800.0
2023-07-21,91.19,91.36,92.43,88.1,52738200.0,6789054900.0
2023-07-24,91.3,91.9,95.45,90.38,39384200.0,5213235800.0
2023-07-25,93.46,94.24,99.07,91.19,44711900.0,6031733700.0
2023-07-26,94.36,90.5,95.2,89.05,40039700.0,5222877700.0
2023-07-27,89.1,89.68,91.98,88.39,25327700.0,3245832700.0
2023-07-28,88.76,88.96,92.04,87.31,34106700.0,4345023400.0
2023-07-31,86.93,89.75,92.23,86.88,37255500.0,4779940300.0
2023-08-01,89.75,94.63,95.49,89.5,48414600.0,6416563400.0
2023-08-02,94.06,93.92,95.49,91.56,26423400.0,3525725900.0000005
2023-08-03,91.46,91.55,95.13,89.99,30157000.0,3954508000.0
2023-08-04,91.21,98.33,99.11,90.83,45822900.0,6212604399.999999
2023-08-07,99.09,99.63,103.16,97.57,41393000.0,5916033300.0
2023-08-08,99.63,94.43,101.55,94.42,30327600.0,4213408900.0
2023-08-09,94.19,88.92,95.6,88.75,41735200.0,5455563199.999999
2023-08-10,86.92,86.88,89.17,85.45,31411600.0,3903812300.0
2023-08-11,87.9,85.42,89.13,85.42,20952800.0,2602884600.0
2023-08-14,85.94,86.53,86.53,84.22,29986300.0,3653432700.0
2023-08-15,90.47,85.37,91.1,84.73,42534800.0,5328572500.0
2023-08-16,84.02,84.73,86.37,82.64,31383100.0,3776187199.9999995
2023-08-17,83.14,85.62,87.02,81.98,32016400.0,3886919800.0
2023-08-18,85.08,80.78,85.8,80.78,31517400.0,3733845100.0
2023-08-21,81.36,82.47,84.4,80.62,25505200.0,3016721200.0
2023-08-22,85.51,88.31,88.71,82.67,46500600.0,5683967300.0
2023-08-23,86.5,83.28,86.51,82.64,28635700.0,3429649300.0
2023-08-24,86.88,84.72,88.31,83.52,40958400.0,5006257000.0
2023-08-25,79.21,74.62,80.51,73.95,58082000.0,6411278800.0
2023-08-28,79.69,77.89,81.17,76.89,48768900.0,5518917300.0
2023-08-29,78.97,80.55,84.72,76.48,43949100.0,5049231500.0
2023-08-30,81.2,81.13,83.71,79.24,31384300.0,3637835100.0
2023-08-31,79.69,80.14,81.37,79.51,19311100.0,2222072600.0
2023-09-01,79.62,78.36,80.62,77.43,20995900.0,2366297100.0
2023-09-04,78.94,78.5,79.32,77.36,16571900.0,1853237400.0
2023-09-05,78.18,76.11,78.18,75.47,21438300.0,2351163400.0
2023-09-06,76.18,76.6,77.5,74.52,19848000.0,2159984100.0
2023-09-07,76.17,74.17,77.36,74.02,23929600.0,2576182300.0
2023-09-08,72.2,73.4,74.8,71.07,28788600.0,3020167500.0
2023-09-11,74.12,76.24,78.96,72.88,37972200.0,4157933000.0
2023-09-12,75.44,76.76,78.17,75.06,24478700.0,2703602900.0
2023-09-13,76.42,74.42,77.46,73.48,18058900.0,1940755900.0
2023-09-14,74.78,71.54,75.6,71.43,24630600.0,2577436500.0
2023-09-15,72.07,68.68,72.62,67.77,36380900.0,3651606100.0
2023-09-18,68.91,66.4,69.34,65.84,29694600.0,2886881300.0
2023-09-19,67.05,67.12,69.1,65.1,26524400.0,2558488900.0
2023-09-20,67.11,67.58,70.28,66.76,27547000.0,2709599900.0
2023-09-21,67.12,67.74,69.86,66.91,23977600.0,2360482800.0
2023-09-22,68.17,77.59,78.91,67.84,64761100.0,6867634100.0
2023-09-25,77.59,75.02,78.18,74.52,41038900.0,4492724300.0
2023-09-26,76.78,78.11,80.96,76.31,44213300.0,4973206900.0
2023-09-27,77.71,79.74,81.27,77.71,27608200.0,3148705100.0
2023-09-28,82.48,80.98,83.52,79.7,30639100.0,3565312300.0
2023-10-09,80.72,77.58,81.83,75.03,44249400.0,4935200200.0
2023-10-10,77.08,76.42,78.77,75.37,25541200.0,2811180300.0000005
2023-10-11,77.21,76.62,79.53,75.14,25465500.0,2814276800.0
2023-10-12,77.53,74.42,77.84,73.68,21826600.0,2341724800.0
2023-10-13,73.8,71.33,74.21,70.28,29490600.0,3035091200.0
2023-10-16,70.6,69.64,71.63,69.19,22284000.0,2239102000.0
2023-10-17,70.44,70.03,72.15,68.11,23803900.0,2390436800.0
2023-10-18,67.2,67.8,68.27,64.76,34566400.0,3319570100.0
2023-10-19,67.31,65.78,67.84,65.49,22135500.0,2112414500.0
2023-10-20,67.46,65.37,67.6,65.15,25065500.0,2386369700.0
2023-10-23,67.6,66.83,69.03,65.11,39085000.0,3745740400.0
2023-10-24,68.34,66.61,70.92,65.69,58002800.0,5694715200.0
2023-10-25,63.5,61.02,66.5,60.87,57993100.0,5257017600.0
2023-10-26,61.48,62.37,62.99,60.73,34997200.0,3115896100.0
2023-10-27,61.74,62.02,62.65,60.59,27273100.0,2430655700.0
2023-10-30,61.99,62.32,63.02,60.65,27303200.0,2435833700.0
2023-10-31,62.59,60.83,62.88,59.51,27760200.0,2422981000.0
2023-11-01,60.43,59.01,61.44,58.89,22699000.0,1962819200.0000002
2023-11-02,59.96,59.52,61.97,59.5,27315300.0,2385194800.0
2023-11-03,59.93,61.48,63.28,59.93,38321000.0,3426594900.0
2023-11-06,62.76,63.47,63.82,61.73,37425500.0,3392829400.0
2023-11-07,63.09,69.06,72.51,62.65,56386500.0,5399560100.0
2023-11-08,67.55,67.22,68.6,66.55,35627600.0,3451750200.0
2023-11-09,68.91,70.34,71.91,68.41,39970000.0,4027566200.0
2023-11-10,69.99,70.74,73.37,69.63,31322800.0,3214256500.0
2023-11-13,73.8,73.15,75.75,72.36,37887500.0,4025461400.0
2023-11-14,73.16,73.23,75.12,71.46,27545400.0,2892680600.0
2023-11-15,75.38,72.51,75.38,69.72,30809100.0,3176885700.0
2023-11-16,71.07,69.66,72.43,69.64,23617100.0,2397920600.0
2023-11-17,69.7,73.65,74.66,69.7,31693300.0,3260389699.9999995
2023-11-20,72.25,71.32,73.63,70.05,32604100.0,3342265700.0
2023-11-21,72.42,72.2,74.88,71.85,29244100.0,3067829699.9999995
2023-11-22,71.07,67.73,71.43,67.69,36776500.0,3646456200.0
2023-11-23,67.4,68.3,68.55,66.61,20694200.0,2012153500.0
2023-11-24,67.7,65.61,68.03,65.22,20077300.0,1911066600.0
2023-11-27,65.33,68.11,69.04,65.32,27819100.0,2690866500.0
2023-11-28,67.12,65.86,67.54,65.36,16103200.0,1528746500.0
2023-11-29,65.98,65.85,66.61,64.93,15955100.0,1510402400.0
2023-11-30,65.39,65.98,66.29,65.02,15167600.0,1434217200.0
2023-12-01,65.96,69.63,70.74,64.7,41044600.0,4008161800.0
2023-12-04,70.01,71.63,73.22,69.7,35437700.0,3652847100.0
2023-12-05,70.98,70.21,72.5,70.0,27060800.0,2763096800.0
2023-12-06,69.63,70.12,70.71,68.77,17717700.0,1775299100.0
2023-12-07,71.5,72.77,73.58,69.79,32380700.0,3356657900.0
2023-12-08,75.28,82.2,83.93,73.96,62843800.0,7103916000.0
2023-12-11,82.02,84.11,84.72,79.85,44329000.0,5235994400.0
2023-12-12,84.09,80.38,85.08,78.25,43834400.0,5097963400.0
2023-12-13,79.8,79.26,81.12,79.07,20526400.0,2346037400.0
2023-12-14,80.41,78.84,81.76,78.33,23896200.0,2737229900.0
2023-12-15,79.24,76.85,79.91,75.78,20130300.0,2227687500.0
2023-12-18,76.18,79.25,80.77,75.75,27400000.0,3091409600.0
2023-12-19,79.78,79.11,80.33,76.81,19986800.0,2241974700.0
2023-12-20,79.12,76.31,79.37,75.06,23889800.0,2615125500.0
2023-12-21,75.53,79.83,82.49,74.98,29879800.0,3366749200.0
2023-12-22,78.74,77.1,80.16,76.37,23863500.0,2672138700.0
2023-12-25,77.61,77.71,79.17,75.15,15221000.0,1685997600.0
2023-12-26,77.24,74.63,77.81,73.66,19558500.0,2102879800.0
2023-12-27,75.08,74.75,76.11,74.38,13351100.0,1437142500.0
2023-12-28,74.57,76.11,76.96,74.23,19907900.0,2165419500.0
2023-12-29,76.18,78.91,81.08,76.16,24104700.0,2718458800.0
2024-01-02,78.86,77.25,80.25,77.2,14791100.0,1658786400.0000002
2024-01-03,76.18,73.22,76.81,73.14,22108700.0,2356778100.0
2024-01-04,73.01,72.51,73.71,71.33,16650700.0,1734928800.0
2024-01-05,72.23,69.65,72.86,69.06,17552100.0,1773515100.0
2024-01-08,69.49,68.77,70.43,68.07,13263000.0,1316070400.0
2024-01-09,70.91,70.58,72.17,69.99,20001100.0,2039717600.0
2024-01-10,70.59,69.63,71.58,68.41,13860200.0,1393780700.0
2024-01-11,69.63,72.07,72.85,69.57,19289700.0,1984685200.0
2024-01-12,71.52,70.03,71.77,69.32,13842000.0,1398418000.0
2024-01-15,69.17,70.98,72.22,69.17,12647600.0,1289058900.0
2024-01-16,70.27,69.84,70.54,68.48,16902600.0,1682657700.0
2024-01-17,70.11,68.93,71.67,68.93,19193200.0,1945345000.0
2024-01-18,67.5,76.69,76.78,67.35,37099800.0,3850429300.0
2024-01-19,78.47,77.53,79.39,77.1,31897300.0,3573579500.0
2024-01-22,81.13,77.97,81.49,77.53,32715000.0,3731498000.0
2024-01-23,78.25,79.69,82.03,77.42,29757000.0,3408601800.0
2024-01-24,79.44,79.47,79.82,76.08,26955200.0,3016646599.9999995
2024-01-25,78.6,82.82,83.43,77.84,29701000.0,3452818100.0
2024-01-26,82.56,81.1,82.56,79.55,23215000.0,2684718200.0
2024-01-29,79.44,72.38,79.44,67.26,42655900.0,4424564000.0
2024-01-30,71.79,70.49,73.8,70.16,21396800.0,2200544100.0
2024-01-31,69.65,71.64,75.3,68.73,28299500.0,2927986700.0
2024-02-01,72.35,77.57,81.13,70.75,35111600.0,3847918800.0
2024-02-02,78.17,76.71,79.6,75.16,27957800.0,3103259099.9999995
2024-02-05,75.38,78.25,82.15,75.29,36554700.0,4102681200.0
2024-02-06,77.29,87.51,87.51,76.67,35496900.0,4195653500.0
2024-02-07,86.23,87.31,88.3,85.14,27058000.0,3350814400.0
2024-02-08,89.39,89.03,96.22,87.45,35591800.0,4632654900.0
2024-02-19,96.93,107.28,107.28,93.96,41589100.0,5903577700.0
2024-02-20,107.71,112.38,114.89,106.27,44837200.0,7034768600.0
2024-02-21,106.99,105.53,108.45,103.62,45141600.0,6804226899.999999
2024-02-22,111.34,108.8,112.48,105.17,41951500.0,6487864800.0
2024-02-23,112.74,103.92,113.46,103.44,49034100.0,7510727200.0
2024-02-26,99.83,104.86,106.57,99.83,33292700.0,4922663300.0
2024-02-27,103.73,114.13,116.12,102.7,45132300.0,7020038800.0
2024-02-28,113.46,105.42,114.82,105.42,40110600.0,6279629100.0
2024-02-29,107.71,109.26,111.88,106.27,36809400.0,5701689000.0
2024-03-01,109.89,113.53,115.27,109.89,37820700.0,6060755900.0
2024-03-04,117.13,116.81,120.4,112.82,40503500.0,6720413300.0
2024-03-05,115.11,119.32,127.04,114.62,46923400.0,8060200300.0
2024-03-06,117.77,117.97,120.07,114.78,30408000.0,5067085300.0
2024-03-07,119.93,115.71,123.35,115.61,30368900.0,5133479800.0
2024-03-08,119.11,123.51,124.9,116.08,36453800.0,6201217400.0
2024-03-11,117.79,120.36,120.62,115.82,34161700.0,5731310699.999999
2024-03-12,119.78,116.23,121.07,112.58,36190500.0,5953070300.0
2024-03-13,120.94,116.33,121.28,116.25,31768400.0,5342847000.0
2024-03-14,114.18,119.59,121.36,114.18,31101700.0,5214891300.0
2024-03-15,117.77,125.21,127.4,116.76,38974200.0,6764300200.0
2024-03-18,126.21,127.1,131.48,125.38,32993600.0,5992840699.999999
2024-03-19,122.3,122.66,124.7,120.97,33277200.0,5780641200.0
2024-03-20,121.36,119.18,123.99,117.05,32158000.0,5463505000.0
2024-03-21,119.38,118.26,121.84,117.29,25327300.0,4286811000.0
2024-03-22,118.49,118.26,120.3,117.31,22615300.0,3808295900.0000005
2024-03-25,118.46,117.42,121.28,115.61,22335700.0,3768601700.0
2024-03-26,116.7,111.66,121.92,105.56,46524600.0,7652591700.0
2024-03-27,113.3,108.57,114.16,107.54,29085600.0,4521397200.0
2024-03-28,109.16,108.93,112.65,106.37,26330900.0,4086743000.0
2024-03-29,107.78,110.27,110.59,106.88,16722000.0,2590950100.0
2024-04-01,111.15,114.9,115.53,109.7,21793100.0,3504589300.0
2024-04-02,114.18,114.57,117.05,112.76,19455600.0,3171195400.0
2024-04-03,112.02,109.94,113.14,109.6,16630400.0,2618840300.0
2024-04-08,109.58,116.02,119.42,109.58,25924300.0,4269465700.0
2024-04-09,115.61,116.26,117.04,112.91,17038300.0,2785008000.0
2024-04-10,114.37,112.38,116.25,110.59,16849100.0,2696699500.0
2024-04-11,113.46,112.85,116.03,112.59,14886300.0,2416242500.0
2024-04-12,115.61,119.44,123.01,115.26,30735100.0,5182116000.0
2024-04-15,118.34,119.57,121.75,117.45,17939600.0,3047691500.0
2024-04-16,117.99,117.31,121.72,114.93,18793500.0,3145449600.0
2024-04-17,118.73,123.24,124.27,117.05,21453600.0,3698968600.0
2024-04-18,120.4,122.35,124.45,118.63,16413500.0,2824168100.0
2024-04-19,121.47,120.43,123.69,115.54,21452800.0,3624908300.0
2024-04-22,109.15,111.56,112.73,106.19,34918300.0,5442876600.0
2024-04-23,112.0,110.95,114.08,108.77,24066700.0,3799155400.0
2024-04-24,112.58,118.68,119.21,111.2,27610700.0,4549241900.0
2024-04-25,116.26,115.72,118.37,115.1,16671800.0,2750305000.0
2024-04-26,120.64,130.6,132.84,120.36,40657800.0,7323462800.0
2024-04-29,132.83,132.64,134.29,131.08,24976000.0,4689147200.0
2024-04-30,132.5,131.64,136.36,131.49,16590100.0,3125768500.0
2024-05-06,135.01,129.42,136.17,129.16,19870200.0,3706333200.0
2024-05-07,132.7,124.8,133.38,121.43,30864400.0,5529937100.0
2024-05-08,123.88,123.37,125.62,122.44,16068800.0,2814674400.0
2024-05-09,122.73,122.21,123.23,118.65,18208000.0,3126602000.0
2024-05-10,120.5,120.79,121.85,117.54,15323900.0,2601899900.0
2024-05-13,121.72,121.04,124.24,120.26,16664000.0,2884117100.0
2024-05-14,121.26,116.64,122.08,116.11,21466100.0,3588890000.0
2024-05-15,116.34,117.6,120.79,115.97,15412100.0,2592032900.0
2024-05-16,121.35,120.28,123.22,119.93,23207500.0,3996206000.0
2024-05-17,118.34,120.34,122.3,115.78,19908100.0,3355521500.0
2024-05-20,119.21,124.85,126.28,117.41,24224900.0,4216190000.0
2024-05-21,124.71,125.26,127.33,124.06,13305200.0,2365089300.0
2024-05-22,124.24,122.2,124.87,121.88,13940000.0,2424031300.0
2024-05-23,125.67,122.65,126.87,119.12,22164500.0,3862401500.0
2024-05-24,121.36,116.61,126.92,116.32,27366600.0,4707445200.0
2024-05-27,117.13,118.77,120.56,116.33,16695100.0,2800223300.0
2024-05-28,117.77,113.47,118.05,112.81,24734600.0,4020566700.0
2024-05-29,116.33,113.46,117.05,113.08,15789800.0,2569503600.0
2024-05-30,113.53,112.72,114.82,111.78,10958500.0,1761805700.0
2024-05-31,110.59,110.78,114.67,108.82,14953600.0,2374106000.0
2024-06-03,113.46,118.74,121.15,112.26,28507600.0,4731275300.0
2024-06-04,119.93,122.08,123.51,119.49,20440200.0,3530988600.0
2024-06-05,121.43,117.74,122.44,117.74,14107200.0,2396263100.0
2024-06-06,121.4,123.52,128.02,121.4,40541000.0,5135755300.0
2024-06-07,122.2,117.61,124.04,117.09,31591700.0,3833371100.0
2024-06-11,117.09,117.11,119.76,115.49,19973500.0,2379405400.0
2024-06-12,117.1,117.31,119.43,115.12,16625000.0,1985567500.0
2024-06-13,118.97,121.8,124.53,117.78,30630900.0,3771612500.0
2024-06-14,123.11,136.4,138.58,122.18,58687400.0,7839639200.0
2024-06-17,139.1,140.61,143.04,138.6,37826600.0,5391099000.0
2024-06-18,140.68,145.01,149.59,140.68,34457800.0,5098018700.0
2024-06-19,147.85,144.1,148.34,142.3,24641300.0,3612996800.0
2024-06-20,144.1,142.8,147.06,142.76,20839800.0,3048856100.0
2024-06-21,138.6,141.1,143.9,138.11,23695800.0,3370036599.9999995
2024-06-24,143.3,138.31,144.59,137.65,20461300.0,2921350300.0000005
2024-06-25,133.1,133.0,135.7,131.65,26448900.0,3578138700.0
2024-06-26,136.1,138.1,138.87,135.7,26628300.0,3707870900.0000005
2024-06-27,136.07,134.24,138.1,133.9,17307400.0,2379118700.0
2024-06-28,134.1,135.98,139.94,133.85,22826300.0,3172322000.0
2024-07-01,135.45,143.0,144.43,135.11,29649300.0,4223116000.0
2024-07-02,143.08,143.71,145.76,140.8,22876900.0,3316855700.0
2024-07-03,142.1,141.6,142.55,138.2,15117500.0,2158451000.0
2024-07-04,143.9,141.11,145.45,141.11,17276700.0,2504153000.0
2024-07-05,141.7,139.6,142.38,136.81,18038700.0,2543120900.0
2024-07-08,144.19,142.49,145.1,140.49,20380800.0,2949013400.0000005
2024-07-09,141.99,152.43,154.1,140.51,31006800.0,4642266400.0
2024-07-10,152.1,155.63,156.07,150.68,23634500.0,3673033700.0
2024-07-11,157.31,151.36,157.78,147.4,29084300.0,4476813400.0
2024-07-12,146.21,148.22,149.07,144.1,20031200.0,2976010800.0
