date,symbol,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,name
2025-09-26,688347,89.23,95.77,99.88,89.01,379464,3589402887.0,12.03,5.96,5.39,9.31,华虹公司
2025-09-29,688347,95.39,99.0,99.0,92.0,305494,2881474424.0,7.31,3.37,3.23,7.49,华虹公司
2025-09-30,688347,97.83,114.56,117.89,97.0,421317,4529402196.0,21.1,15.72,15.56,10.33,华虹公司
2025-10-09,688347,122.0,128.35,137.47,120.08,593707,7775409442.0,15.18,12.04,13.79,14.56,华虹公司
2025-10-10,688347,122.05,113.1,123.43,113.0,484224,5629454053.0,8.13,-11.88,-15.25,11.88,华虹公司
2025-10-13,688347,112.0,135.72,135.72,111.5,611701,7626313647.0,21.41,20.0,22.62,15.0,华虹公司
2025-10-14,688347,135.72,122.99,135.72,117.58,561914,7101744408.0,13.37,-9.38,-12.73,13.78,华虹公司
2025-10-15,688347,120.53,125.07,128.28,116.1,399587,4898697344.0,9.9,1.69,2.08,9.8,华虹公司
2025-10-16,688347,123.12,121.15,126.12,119.88,276684,3388382236.0,4.99,-3.13,-3.92,6.79,华虹公司
2025-10-17,688347,121.14,117.74,124.5,117.37,320943,3878646344.0,5.89,-2.81,-3.41,7.87,华虹公司
2025-10-20,688347,121.5,117.18,122.5,114.84,272136,3221780875.0,6.51,-0.48,-0.56,6.67,华虹公司
2025-10-21,688347,118.34,116.45,120.38,115.4,304930,3576374885.0,4.25,-0.62,-0.73,7.48,华虹公司
2025-10-22,688347,112.01,114.6,115.96,110.28,279809,3161858923.0,4.88,-1.59,-1.85,6.86,华虹公司
2025-10-23,688347,113.06,110.85,115.75,108.8,232496,2567979893.0,6.06,-3.27,-3.75,5.7,华虹公司
2025-10-24,688347,113.06,127.5,128.88,113.06,517762,6328719156.0,14.27,15.02,16.65,12.7,华虹公司
2025-10-27,688347,130.68,133.5,136.0,122.23,513044,6586853394.0,10.8,4.71,6.0,12.58,华虹公司
2025-10-28,688347,127.6,134.4,138.35,127.01,369768,4952897490.0,8.49,0.67,0.9,9.07,华虹公司
2025-10-29,688347,132.11,140.0,142.09,130.01,394099,5398338979.0,8.99,4.17,5.6,9.67,华虹公司
2025-10-30,688347,137.98,133.34,139.74,130.28,298008,4046255880.0,6.76,-4.76,-6.66,7.31,华虹公司
2025-10-31,688347,134.64,125.05,136.28,124.9,316725,4040121604.0,8.53,-6.22,-8.29,7.77,华虹公司
2025-11-03,688347,123.32,122.75,124.8,118.84,237042,2883285457.0,4.77,-1.84,-2.3,5.81,华虹公司
2025-11-04,688347,122.75,124.17,129.33,122.74,286285,3611757637.0,5.37,1.16,1.42,7.02,华虹公司
2025-11-05,688347,118.8,120.97,123.45,118.8,213631,2593883661.0,3.74,-2.58,-3.2,5.24,华虹公司
2025-11-06,688347,124.58,127.26,127.45,118.4,340929,4220518405.0,7.48,5.2,6.29,8.36,华虹公司
2025-11-07,688347,122.25,125.76,130.35,119.0,328059,4051428845.0,8.92,-1.18,-1.5,8.05,华虹公司
2025-11-10,688347,123.2,118.85,125.49,115.9,294330,3513180535.0,7.63,-5.49,-6.91,7.22,华虹公司
2025-11-11,688347,120.0,114.3,123.6,113.66,232295,2722590996.0,8.36,-3.83,-4.55,5.7,华虹公司
2025-11-12,688347,113.21,113.38,114.9,111.11,167277,1887136397.0,3.32,-0.8,-0.92,4.1,华虹公司
2025-11-13,688347,113.55,116.35,116.98,112.44,173742,2001122608.0,4.0,2.62,2.97,4.26,华虹公司
2025-11-14,688347,113.79,111.73,116.44,111.17,149995,1695936893.0,4.53,-3.97,-4.62,3.68,华虹公司
2025-11-17,688347,112.49,113.1,115.0,111.2,121477,1380074562.0,3.4,1.23,1.37,2.98,华虹公司
2025-11-18,688347,113.1,116.98,120.36,112.5,233104,2747290624.0,6.95,3.43,3.88,5.72,华虹公司
2025-11-19,688347,115.58,114.5,117.54,113.82,134565,1555762129.0,3.18,-2.12,-2.48,3.3,华虹公司
2025-11-20,688347,117.8,112.91,118.64,112.77,145822,1675283322.0,5.13,-1.39,-1.59,3.58,华虹公司
2025-11-21,688347,110.3,106.8,112.0,106.44,182542,1980961847.0,4.92,-5.41,-6.11,4.48,华虹公司
2025-11-24,688347,108.0,104.14,108.5,100.68,256812,2661213985.0,7.32,-2.49,-2.66,6.3,华虹公司
2025-11-25,688347,106.11,104.5,107.66,103.01,180904,1904197848.0,4.47,0.35,0.36,4.44,华虹公司
2025-11-26,688347,104.0,108.34,110.99,103.6,207992,2241976149.0,7.07,3.67,3.84,5.1,华虹公司
2025-11-27,688347,110.0,106.52,113.5,106.06,213632,2355061248.0,6.87,-1.68,-1.82,5.24,华虹公司
2025-11-28,688347,106.59,108.5,110.69,105.4,145466,1571371061.0,4.97,1.86,1.98,3.57,华虹公司
2025-12-01,688347,107.69,108.86,109.37,106.21,125555,1352287409.0,2.91,0.33,0.36,3.08,华虹公司
2025-12-02,688347,108.0,106.18,108.0,105.58,95362,1013798891.0,2.22,-2.46,-2.68,2.34,华虹公司
2025-12-03,688347,106.03,105.44,108.86,105.0,108871,1158734028.0,3.64,-0.7,-0.74,2.67,华虹公司
2025-12-04,688347,105.34,111.84,112.08,104.6,244824,2682156276.0,7.09,6.07,6.4,6.0,华虹公司
2025-12-05,688347,110.56,109.48,111.25,106.06,184785,2008421760.0,4.64,-2.11,-2.36,4.53,华虹公司
2025-12-08,688347,110.0,114.81,116.89,109.22,223472,2543108159.0,7.01,4.87,5.33,5.48,华虹公司
2025-12-09,688347,113.0,112.82,114.56,111.36,159614,1802316142.0,2.79,-1.73,-1.99,3.91,华虹公司
2025-12-10,688347,111.28,111.6,112.62,105.67,190681,2079641233.0,6.16,-1.08,-1.22,4.68,华虹公司
2025-12-11,688347,112.0,107.06,112.4,106.7,135537,1472717537.0,5.11,-4.07,-4.54,3.32,华虹公司
2025-12-12,688347,105.68,105.72,107.5,97.81,393549,4011386657.0,9.05,-1.25,-1.34,9.65,华虹公司
2025-12-15,688347,102.0,100.5,104.6,100.28,190163,1939289108.0,4.09,-4.94,-5.22,4.66,华虹公司
2025-12-16,688347,101.75,97.5,101.92,97.04,147000,1452538621.0,4.86,-2.99,-3.0,3.61,华虹公司
2025-12-17,688347,98.2,101.6,101.93,97.66,140781,1406158843.0,4.38,4.21,4.1,3.45,华虹公司
2025-12-18,688347,100.9,99.88,103.5,99.73,103732,1051047803.0,3.71,-1.69,-1.72,2.54,华虹公司
2025-12-19,688347,101.0,100.09,102.89,99.08,99449,1001819803.0,3.81,0.21,0.21,2.44,华虹公司
2025-12-22,688347,101.1,104.58,106.57,101.1,182355,1895860652.0,5.47,4.49,4.49,4.47,华虹公司
2025-12-23,688347,104.0,105.2,106.64,102.9,159953,1677298150.0,3.58,0.59,0.62,3.92,华虹公司
2025-12-24,688347,107.58,110.1,110.49,106.41,236483,2569146551.0,3.88,4.66,4.9,5.8,华虹公司
2025-12-25,688347,109.33,109.72,112.25,107.8,156714,1720083833.0,4.04,-0.35,-0.38,3.84,华虹公司
2025-12-26,688347,109.81,107.4,110.68,107.15,140236,1521173800.0,3.22,-2.11,-2.32,3.44,华虹公司
2025-12-29,688347,106.88,108.0,113.0,106.88,144851,1591105575.0,5.7,0.56,0.6,3.55,华虹公司
2025-12-30,688347,108.66,109.9,112.66,107.06,215310,2366983348.0,5.19,1.76,1.9,5.28,华虹公司
2025-12-31,688347,110.02,107.87,111.32,106.0,158629,1714869752.0,4.84,-1.85,-2.03,3.89,华虹公司
2026-01-05,688347,112.6,116.49,117.92,111.7,312465,3592456400.0,5.77,7.99,8.62,7.66,华虹公司
2026-01-06,688347,116.0,119.87,123.52,114.39,289596,3465902438.0,7.84,2.9,3.38,7.1,华虹公司
2026-01-07,688347,124.77,125.37,126.48,118.2,315765,3876935128.0,6.91,4.59,5.5,7.74,华虹公司
2026-01-08,688347,123.4,126.3,133.33,123.4,261781,3368811695.0,7.92,0.74,0.93,6.42,华虹公司
2026-01-09,688347,124.86,128.3,130.0,122.62,223562,2841571938.0,5.84,1.58,2.0,5.48,华虹公司
2026-01-12,688347,129.01,126.79,130.33,124.3,229434,2889853573.0,4.7,-1.18,-1.51,5.63,华虹公司
2026-01-13,688347,125.0,120.96,128.96,120.0,258694,3192055026.0,7.07,-4.6,-5.83,6.34,华虹公司
2026-01-14,688347,121.66,125.78,129.66,121.66,262855,3311325452.0,6.61,3.98,4.82,6.45,华虹公司
2026-01-15,688347,123.58,131.0,132.7,122.0,257961,3303838857.0,8.51,4.15,5.22,6.33,华虹公司
2026-01-16,688347,133.89,140.0,142.0,130.33,354387,4812390990.0,8.91,6.87,9.0,8.69,华虹公司
2026-01-19,688347,139.48,135.08,139.48,134.19,199720,2721315432.0,3.78,-3.51,-4.92,4.9,华虹公司
2026-01-20,688347,135.0,133.21,136.6,129.63,175664,2335696083.0,5.16,-1.38,-1.87,4.31,华虹公司
2026-01-21,688347,131.0,139.52,141.82,130.81,210841,2911871694.0,8.27,4.74,6.31,5.17,华虹公司
2026-01-22,688347,142.0,140.58,147.0,138.19,189852,2681267042.0,6.31,0.76,1.06,4.66,华虹公司
2026-01-23,688347,139.04,139.76,140.12,134.04,171789,2357088430.0,4.32,-0.58,-0.82,4.21,华虹公司
2026-01-26,688347,137.48,142.85,145.85,137.1,185298,2632884457.0,6.26,2.21,3.09,4.54,华虹公司
2026-01-27,688347,141.58,153.88,156.28,138.0,254849,3777934640.0,12.8,7.72,11.03,6.25,华虹公司
2026-01-28,688347,154.0,163.0,166.5,154.0,309370,4939058545.0,8.12,5.93,9.12,7.59,华虹公司
2026-01-29,688347,160.62,154.52,162.0,153.75,220407,3474900808.0,5.06,-5.2,-8.48,5.41,华虹公司
2026-01-30,688347,153.1,155.1,160.03,149.33,187155,2904735618.0,6.92,0.38,0.58,4.59,华虹公司
2026-02-02,688347,153.0,135.5,153.07,135.25,288178,4066918645.0,11.49,-12.64,-19.6,7.07,华虹公司
2026-02-03,688347,139.3,139.96,142.16,135.28,173734,2420216062.0,5.08,3.29,4.46,4.26,华虹公司
2026-02-04,688347,136.88,133.79,137.34,130.98,194808,2600598874.0,4.54,-4.41,-6.17,4.78,华虹公司
2026-02-05,688347,130.87,130.99,132.79,128.01,136403,1770850017.0,3.57,-2.09,-2.8,3.35,华虹公司
2026-02-06,688347,128.5,130.26,133.6,127.5,116750,1529129519.0,4.66,-0.56,-0.73,2.86,华虹公司
2026-02-09,688347,135.0,135.88,136.66,132.1,141336,1901585573.0,3.5,4.31,5.62,3.47,华虹公司
2026-02-10,688347,136.0,135.09,138.69,134.4,112069,1525733057.0,3.16,-0.58,-0.79,2.75,华虹公司
2026-02-11,688347,134.9,131.46,135.47,131.18,119866,1587242615.0,3.18,-2.69,-3.63,2.94,华虹公司
2026-02-12,688347,133.0,129.5,134.24,128.87,127467,1667917459.0,4.08,-1.49,-1.96,3.13,华虹公司
2026-02-13,688347,128.55,131.79,137.13,128.01,171393,2285365234.0,7.04,1.77,2.29,4.2,华虹公司
2026-02-24,688347,132.0,128.76,132.88,123.5,191155,2427772123.0,7.12,-2.3,-3.03,4.69,华虹公司
2026-02-25,688347,130.94,131.8,134.31,129.0,163483,2158217739.0,4.12,2.36,3.04,4.01,华虹公司
2026-02-26,688347,133.0,128.73,133.69,128.39,156009,2032419535.0,4.02,-2.33,-3.07,3.83,华虹公司
2026-02-27,688347,126.48,126.78,127.85,125.13,130830,1654990208.0,2.11,-1.51,-1.95,3.21,华虹公司
2026-03-02,688347,123.11,124.0,126.57,123.11,128209,1597450747.0,2.73,-2.19,-2.78,3.14,华虹公司
2026-03-03,688347,124.5,115.3,125.16,114.71,169876,2011716115.0,8.43,-7.02,-8.7,4.17,华虹公司
2026-03-04,688347,113.73,114.7,117.8,113.06,178168,2047264872.0,4.11,-0.52,-0.6,4.37,华虹公司
2026-03-05,688347,117.35,116.18,118.8,114.98,132083,1545985480.0,3.33,1.29,1.48,3.24,华虹公司
2026-03-06,688347,115.22,117.79,119.49,115.01,121858,1432179750.0,3.86,1.39,1.61,2.99,华虹公司
2026-03-09,688347,112.4,114.71,115.3,110.11,139810,1580619266.0,4.41,-2.61,-3.08,3.43,华虹公司
2026-03-10,688347,118.05,118.46,119.21,115.43,144050,1692650864.0,3.3,3.27,3.75,3.53,华虹公司
2026-03-11,688347,120.33,123.75,128.88,120.3,256449,3209874859.0,7.24,4.47,5.29,6.29,华虹公司
2026-03-12,688347,122.99,126.6,130.66,122.5,203030,2573654544.0,6.59,2.3,2.85,4.98,华虹公司
2026-03-13,688347,124.77,119.12,125.0,118.23,180310,2169666246.0,5.35,-5.91,-7.48,4.42,华虹公司
2026-03-16,688347,118.8,133.65,139.33,116.5,379953,4903906613.0,19.17,12.2,14.53,9.32,华虹公司
2026-03-17,688347,129.99,126.78,132.39,125.25,292166,3744731248.0,5.34,-5.14,-6.87,7.17,华虹公司
2026-03-18,688347,129.0,127.6,129.78,123.0,221678,2801846486.0,5.35,0.65,0.82,5.44,华虹公司
2026-03-19,688347,123.0,120.9,123.9,119.53,206234,2496983246.0,3.42,-5.25,-6.7,5.06,华虹公司
2026-03-20,688347,122.83,116.0,123.32,115.91,172399,2051821380.0,6.13,-4.05,-4.9,4.23,华虹公司
2026-03-23,688347,113.0,109.68,114.8,108.5,174169,1937780638.0,5.43,-5.45,-6.32,4.27,华虹公司
2026-03-24,688347,112.01,114.25,114.49,107.14,166980,1854401732.0,6.7,4.17,4.57,4.1,华虹公司
2026-03-25,688347,114.53,116.84,118.5,114.53,158258,1851082840.0,3.47,2.27,2.59,3.88,华虹公司
2026-03-26,688347,116.4,111.58,116.84,110.86,134219,1520498765.0,5.12,-4.5,-5.26,3.29,华虹公司
2026-03-27,688347,109.03,112.59,114.75,107.91,124082,1378292830.0,6.13,0.91,1.01,3.04,华虹公司
2026-03-30,688347,110.38,110.8,111.77,107.86,113525,1245524851.0,3.47,-1.59,-1.79,2.78,华虹公司
2026-03-31,688347,110.8,105.9,110.8,105.55,129831,1396713392.0,4.74,-4.42,-4.9,3.18,华虹公司
2026-04-01,688347,110.0,113.95,114.55,108.5,182023,2031261911.0,5.71,7.6,8.05,4.46,华虹公司
2026-04-02,688347,112.01,108.99,113.0,108.02,104377,1150479578.0,4.37,-4.35,-4.96,2.56,华虹公司
2026-04-03,688347,110.06,107.41,110.87,107.2,78214,851590937.0,3.37,-1.45,-1.58,1.92,华虹公司
2026-04-07,688347,108.0,111.51,113.37,107.98,136334,1513582094.0,5.02,3.82,4.1,3.34,华虹公司
2026-04-08,688347,117.0,120.28,120.97,116.51,194827,2314319544.0,4.0,7.86,8.77,4.78,华虹公司
2026-04-09,688347,118.0,119.62,122.55,116.39,135090,1619234968.0,5.12,-0.55,-0.66,3.31,华虹公司
2026-04-10,688347,122.1,121.61,123.44,120.84,147403,1799148082.0,2.17,1.66,1.99,3.62,华虹公司
2026-04-13,688347,120.36,119.02,124.0,118.9,141730,1713236735.0,4.19,-2.13,-2.59,3.48,华虹公司
2026-04-14,688347,121.89,122.57,124.85,121.05,153373,1889851048.0,3.19,2.98,3.55,3.76,华虹公司
2026-04-15,688347,123.0,123.34,129.5,122.81,207490,2611945028.0,5.46,0.63,0.77,5.09,华虹公司
2026-04-16,688347,123.56,125.13,127.53,122.3,142880,1782442986.0,4.24,1.45,1.79,3.5,华虹公司
2026-04-17,688347,123.55,124.61,127.99,122.55,125434,1567159230.0,4.35,-0.42,-0.52,3.08,华虹公司
2026-04-20,688347,126.44,130.75,130.8,125.0,194211,2503205140.0,4.65,4.93,6.14,4.76,华虹公司
2026-04-21,688347,129.49,128.56,129.59,125.6,143888,1838265240.0,3.05,-1.67,-2.19,3.53,华虹公司
2026-04-22,688347,127.08,129.34,130.0,126.59,148907,1906551253.0,2.65,0.61,0.78,3.65,华虹公司
2026-04-23,688347,131.0,123.59,131.2,122.23,181946,2278915385.0,6.94,-4.45,-5.75,4.46,华虹公司
2026-04-24,688347,123.18,138.8,141.8,120.36,447032,5964254338.0,17.35,12.31,15.21,10.96,华虹公司
2026-04-27,688347,138.0,143.1,144.54,137.07,312971,4435652618.0,5.38,3.1,4.3,7.68,华虹公司
2026-04-28,688347,141.42,138.08,143.68,137.18,206908,2902200486.0,4.54,-3.51,-5.02,5.07,华虹公司
2026-04-29,688347,135.01,132.16,136.81,126.04,294620,3854433795.0,7.8,-4.29,-5.92,7.23,华虹公司
2026-04-30,688347,133.0,141.0,142.0,130.0,367902,5016614590.0,9.08,6.69,8.84,9.02,华虹公司
2026-05-06,688347,145.01,152.0,158.65,145.0,381166,5792069740.0,9.68,7.8,11.0,9.35,华虹公司
2026-05-07,688347,154.7,165.92,169.98,149.88,348686,5574408187.0,13.22,9.16,13.92,8.55,华虹公司
2026-05-08,688347,160.46,158.96,162.0,153.87,314120,4959821976.0,4.9,-4.19,-6.96,7.7,华虹公司
2026-05-11,688347,165.0,164.41,169.18,162.2,275012,4543361673.0,4.39,3.43,5.45,6.74,华虹公司
2026-05-12,688347,163.76,160.66,165.59,158.0,237340,3818844693.0,4.62,-2.28,-3.75,5.82,华虹公司
2026-05-13,688347,158.1,160.62,161.31,153.8,222080,3507223473.0,4.67,-0.02,-0.04,5.45,华虹公司
2026-05-14,688347,163.27,157.86,164.0,154.5,200540,3186987129.0,5.91,-1.72,-2.76,4.92,华虹公司
2026-05-15,688347,162.0,150.09,168.66,147.71,431421,6663024535.0,13.27,-4.92,-7.77,10.58,华虹公司
2026-05-18,688347,148.91,147.8,154.17,146.18,248058,3709960224.0,5.32,-1.53,-2.29,6.08,华虹公司
2026-05-19,688347,146.5,149.74,150.5,140.0,265914,3851630743.0,7.1,1.31,1.94,6.52,华虹公司
2026-05-20,688347,148.2,177.8,178.8,147.5,544144,9023039898.0,20.9,18.74,28.06,13.35,华虹公司
2026-05-21,688347,177.72,169.0,185.0,166.96,431729,7604886909.0,10.15,-4.95,-8.8,10.59,华虹公司
2026-05-22,688347,169.0,179.0,182.54,163.66,398938,6931875446.0,11.17,5.92,10.0,9.78,华虹公司
2026-05-25,688347,183.0,214.8,214.8,179.0,501922,9976682127.0,20.0,20.0,35.8,12.31,华虹公司
2026-05-26,688347,214.8,222.42,228.88,209.99,525254,11400361219.0,8.79,3.55,7.62,12.88,华虹公司
2026-05-27,688347,217.98,215.61,230.5,214.57,406616,8992329509.0,7.16,-3.06,-6.81,9.97,华虹公司
2026-05-28,688347,217.7,249.65,258.0,217.7,436241,10546802605.0,18.69,15.79,34.04,10.7,华虹公司
2026-05-29,688347,250.36,236.68,252.83,232.3,392213,9467822392.0,8.22,-5.2,-12.97,9.62,华虹公司
2026-06-01,688347,241.41,222.9,245.88,217.97,414451,9455904418.0,11.79,-5.82,-13.78,10.16,华虹公司
2026-06-02,688347,225.0,226.5,234.37,220.0,290079,6569373164.0,6.45,1.62,3.6,7.11,华虹公司
2026-06-03,688347,226.3,233.24,246.33,221.58,310971,7338481576.0,10.93,2.98,6.74,7.63,华虹公司
2026-06-04,688347,227.36,244.0,253.3,225.1,286959,6962694096.0,12.09,4.61,10.76,7.04,华虹公司
2026-06-05,688347,234.01,227.0,247.5,224.0,312402,7313810249.0,9.63,-6.97,-17.0,7.66,华虹公司
2026-06-08,688347,207.66,213.8,222.5,207.66,237449,5157070554.0,6.54,-5.81,-13.2,5.82,华虹公司
2026-06-09,688347,220.11,227.4,231.38,210.74,267099,5897664177.0,9.65,6.36,13.6,6.55,华虹公司
2026-06-10,688347,226.03,221.81,238.5,220.0,240877,5488311886.0,8.14,-2.46,-5.59,5.91,华虹公司
2026-06-11,688347,223.13,221.35,228.5,213.0,213937,4715220753.0,6.99,-0.21,-0.46,5.25,华虹公司
2026-06-12,688347,235.35,218.37,238.88,218.18,350611,7914971959.0,9.35,-1.35,-2.98,8.6,华虹公司
2026-06-15,688347,220.0,238.28,243.31,215.5,277267,6438826686.0,12.74,9.12,19.91,6.8,华虹公司
2026-06-16,688347,238.28,238.5,244.22,232.6,220470,5271254077.0,4.88,0.09,0.22,5.41,华虹公司
2026-06-17,688347,232.0,260.7,261.2,229.7,281703,6999109433.0,13.21,9.31,22.2,6.91,华虹公司
2026-06-18,688347,258.0,277.81,293.1,255.0,264871,7255897707.0,14.61,6.56,17.11,6.5,华虹公司
2026-06-22,688347,280.02,280.0,285.97,264.53,256794,7087314404.0,7.72,0.79,2.19,6.3,华虹公司
2026-06-23,688347,278.0,292.08,302.0,272.4,252819,7322917425.0,10.57,4.31,12.08,6.2,华虹公司
2026-06-24,688347,285.5,316.01,326.76,284.0,284595,8803641181.0,14.64,8.19,23.93,6.98,华虹公司
2026-06-25,688347,315.0,330.36,336.0,308.2,248068,8076831854.0,8.8,4.54,14.35,6.08,华虹公司
2026-06-26,688347,320.0,323.0,337.96,310.8,222702,7197583824.0,8.22,-2.23,-7.36,5.46,华虹公司
2026-06-29,688347,321.98,339.14,346.3,320.0,230884,7710653410.0,8.14,5.0,16.14,5.66,华虹公司
2026-06-30,688347,335.0,336.3,347.8,329.19,194819,6615716544.0,5.49,-0.84,-2.84,4.78,华虹公司
2026-07-01,688347,340.0,315.61,345.08,312.6,258701,8463271586.0,9.66,-6.15,-20.69,6.34,华虹公司
2026-07-02,688347,300.0,284.5,309.0,281.71,275899,8113561802.0,8.65,-9.86,-31.11,6.77,华虹公司
2026-07-03,688347,288.0,285.0,300.54,280.01,212776,6154610464.0,7.22,0.18,0.5,5.22,华虹公司
2026-07-06,688347,293.66,309.68,319.95,280.0,264724,7938697322.0,14.02,8.66,24.68,6.49,华虹公司
2026-07-07,688347,308.04,324.0,335.0,300.1,223255,7230045983.0,11.27,4.62,14.32,5.48,华虹公司
2026-07-08,688347,327.68,358.4,377.0,317.0,288283,10002153850.0,18.52,10.62,34.4,7.07,华虹公司
2026-07-09,688347,365.0,400.5,401.0,348.3,305752,11574905926.0,14.7,11.75,42.1,7.5,华虹公司
2026-07-10,688347,393.03,369.87,407.98,368.0,306079,11872100141.0,9.98,-7.65,-30.63,7.51,华虹公司
